All,Semua
"Last 24 Hours","24 jam terakhir"
"Last 7 Days","7 hari terakhir"
"Current Month","Sekarang Bulan"
Order,Pesan
"Order #%1","Pesanan #%1"
"Sorry, you need permissions to view this content.","Maaf, Anda memerlukan izin untuk melihat konten ini."
"Next steps","Langkah selanjutnya"
"If you think this is an error, try signing out and signing in again.","Jika menurut Anda ini adalah kesalahan, coba keluar dan masuk lagi."
"Contact a system administrator or store owner to gain permissions.","Hubungi administrator sistem atau pemilik toko untuk mendapatkan izin."
"previous page","halaman sebelumnya"
"Welcome, please sign in","Selamat Datang, silahkan masuk"
Username,"Nama pengguna"
"user name","nama pengguna"
Password,Sandi
password,"kata sandi"
"Sign in",Masuk
"No Data Found","Data tidak ditemukan"
"Chart is disabled. To enable the chart, click <a href=""%1"">here</a>.","Grafik dinonaktifkan. Untuk mengaktifkan grafik, klik <a href=""%1""> sini </a>."
"Select Range:","Pilih Jangkauan:"
"Last Orders","Pesanan Terakhir"
"Last Search Terms","Istilah Pencarian Terakhir"
"Top Search Terms","Istilah Pencarian Teratas"
"There are no search keywords.","Tidak ada kata kunci pencarian."
"View Statistics For:","Lihat Statistik Dari:"
"All Websites","Semua Situs"
"Reload Data","Muat Ulang Data"
"Browse Files...","Telusuri berkas"
"Magento Admin Panel","Panel Admin Magento"
"Account Setting","Pengaturan Akun"
"Customer View","Pelanggan Melihat"
"Sign Out",Keluar
"About the calendar","Tentang kalender"
"Go Today","Pergi hari ini"
Previous,Sebelumnya
Next,Lanjut
WK,Minggu
Time,Waktu
Hour,Jam
Minute,Menit
"JavaScript may be disabled in your browser.","JavaScript mungkin dinonaktifkan pada browser Anda."
"To use this website you must first enable JavaScript in your browser.","Untuk menggunakan situs ini, Anda harus terlebih dahulu mengaktifkan JavaScript di browser Anda."
"This is only a demo store. You can browse and place orders, but nothing will be processed.","Ini hanya sebuah toko demo. Anda dapat menelusuri dan menempatkan pesanan, tapi tidak akan diproses."
"Report an Issue","Laporkan Masalah"
"Stores Configuration","Konfigurasi Toko"
"Additional Cache Management","Manajemen Cache tambahan"
"Flush Catalog Images Cache","Bersihkan Cache Gambar Katalog"
"Pregenerated product images files","Sebelum menghasilkan berkas gambar produk"
"Flush JavaScript/CSS Cache","Bersihkan Cache Javascript/CSS"
"Themes JavaScript and CSS files combined to one file","Tema JavaScript dan file CSS dikombinasikan untuk satu file"
"Flush Static Files Cache","Bersihkan Cache Berkas Statis"
"Preprocessed view files and static files","Sebelum mengolah tampilan berkas dan berkas statis"
Catalog,Katalog
"JavaScript/CSS Cache","Cache JavaScript/CSS"
"No records found.","Tidak ada rekaman yang ditemukan."
Images,Gambar
"Big Image","Gambar Besar"
Thumbnail,"Privew Gambar"
"Additional Settings","Pengaturan Tambahan"
"records found","hasil yang ditemukan"
selected,"telah dipilih"
"per page","per halaman"
"Previous page","Halaman sebelumnya"
"of %1","dari %1"
"Next page","Halaman selajutnya"
"Export to:","Ekspor ke:"
"Mass Actions","Tindakan massa"
"Unselect All","Tidak dipilih semua"
"Select Visible","Pilih Terlihat"
"Unselect Visible","Tidak dipilih Terlihat"
"Changes have been made to this section that have not been saved.","Perubahan telah dibuat untuk bagian ini yang belum disimpan."
"This tab contains invalid data. Please resolve this before saving.","Tab ini berisi data yang tidak valid. Silakan menyelesaikan ini sebelum menyimpan."
"The information in this tab has been changed.","Informasi dalam tab ini telah berubah."
Loading...,Memuat...
"User Agent Rules","Aturan Agen Pengguna"
"We could not detect a size.","Kami tidak bisa mendeteksi ukurannya."
"Allow everything","Memungkinkan segala sesuatu"
"Magento Admin","Admin Magento"
"Global Search","Pencarian Global"
Marketing,Pemasaran
"SEO & Search","Optimisasi Mesin Pencari & Cari"
"User Content","Konten Pengguna"
Content,Konten
Elements,Elemen
Design,Desain
Schedule,Jadwal
Settings,Pengaturan
Attributes,Atribut
"Other Settings","Pengaturan lainnya"
"Data Transfer","Transfer Data"
"Magento Connect","Koneksi Magento"
"Connect Manager","Koneksi Manajer"
"Package Extensions","Paket Ekstensi"
Tools,"Alat tukar"
Currency,"Mata Uang"
Communications,Komunikasi
Services,Servis
Advanced,Lanjutan
"Disable Modules Output","Nonaktifkan Modul output"
"Store Email Addresses","Alamat Email Toko"
"Custom Email 1","Kustom Email 1"
"Sender Email","Email pengirim"
"Sender Name","Nama pengirim"
"Custom Email 2","Kustom Email 2"
"General Contact","Kontak Umum"
"Sales Representative","Sales Representatif"
"Customer Support","Dukungan Pelanggan"
Developer,Pembangun
"Template Settings","Pengaturan Template"
"Allow Symlinks","Memungkinkan Simbol Link"
"Minify Html","Mengecilkan Html"
"Minification is not applied in developer mode.","Pengecilan tidak diterapkan dalam mode pengembang."
"Translate Inline","Terjemahan Inline"
"Enabled for Storefront","Diaktifkan untuk etalase toko"
"Enabled for Admin","Diaktifkan untuk Admin"
"Translate, blocks and other output caches should be disabled for both Storefront and Admin inline translations.","Menerjemahkan, blok dan cache output lainnya harus dinonaktifkan untuk kedua etalase dan Admin terjemahan inline."
"JavaScript Settings","Pengaturan Javascript"
"Merge JavaScript Files","Menggabungkan berkas JavaScript"
"Enable JavaScript Bundling","Aktifkan Penggabungan JavaScript"
"Minify JavaScript Files","Mengecilkan Berkas JavaScript"
"CSS Settings","Pengaturan CSS"
"Merge CSS Files","Menggabungkan Berkas CSS"
"Minify CSS Files","Mengecilkan Berkas CSS"
"Image Processing Settings","Pengaturan Pemroses Gambar"
"Image Adapter","Adaptor Gambar"
"Static Files Settings","Pengaturan File Statis"
"Sign Static Files","Tanda Berkas Statis"
"Country Options","Opsi Negara"
"Allow Countries","Memungkinkan negara-negara"
"Default Country","Negara Default"
"European Union Countries","Negara Uni Eropa"
"Top destinations","Destinasi teratas"
"Locale Options","Pilihan Lokal"
Timezone,"Zona Waktu"
Locale,Lokal
"First Day of Week","Hari Pertama dalam Seminggu"
"Weekend Days","Hari Akhir Pekan"
"Store Name","Nama Toko"
"Store Phone Number","Nomor Telepon Toko"
"Store Hours of Operation","Jam Operasi Toko"
Country,Negara
Region/State,"Wilayah/Negara bagian"
"ZIP/Postal Code","ZIP/Kode Pos"
City,Kota
"Street Address","Alamat Jalan"
"Street Address Line 2","Alamat Jalan Baris 2"
"VAT Number","Nomor VAT"
"Single-Store Mode","Mode Toko-Tunggal"
"Enable Single-Store Mode","Aktifkan Mode Toko-Tunggal"
"This setting will not be taken into account if system has more than one store view.","Pengaturan ini tidak akan diperhitungkan jika sistem memiliki lebih dari satu tampilan toko."
"Mail Sending Settings","Pengaturan Pengiriman Pesan"
"Disable Email Communications","Nonaktifkan Komunikasi Email"
"Set Return-Path","Atur Jalur-Kembali"
"Return-Path Email","Email Jalur-Kembali"
"Admin User Emails","Email Admin Pengguna"
"Forgot Password Email Template","Lupa Kata Sandi Template Email"
"Email template chosen based on theme fallback when ""Default"" option is selected.","Email template yang dipilih berdasarkan tema mundur ketika ""Default"" opsi yang dipilih."
"Forgot and Reset Email Sender","Lupa dan Reset Pengirim Email"
"Startup Page","Halaman Awal"
"Admin Base URL","Basis URL Admin"
"Use Custom Admin URL","Gunakan URL Khusus Admin"
"Custom Admin URL","URL Khusus Admin"
"Make sure that base URL ends with '/' (slash), e.g. http://yourdomain/magento/","Pastikan bahwa URL dasar berakhir dengan '/' (slash), misalnya http: // yourdomain / Magento /"
"Use Custom Admin Path","Gunakan Jalur Khusus Admin"
"Custom Admin Path","Jalur Khusus Admin"
"You will have to sign in after you save your custom admin path.","Anda harus masuk setelah Anda menyimpan jalur khusus admin."
Security,Keamanan
"Recovery Link Expiration Period (hours)","Pemulihan Periode link Kadaluarsa (jam)"
"Please enter a number 1 or greater in this field.","Harap masukkan angka 1 atau lebih pada bidang ini."
"Add Secret Key to URLs","Menambahkan kunci rahasia untuk URL"
"Login is Case Sensitive","Masuk Kasus Rahasia"
"Admin Session Lifetime (seconds)","Sesi Admin Seumur Hidup (detik)"
"Please enter at least 60 and at most 31536000 (one year).","Silakan masukkan sedikitnya 60 dan paling banyak 31. 536. 000 (satu tahun)."
"Enable Charts","Aktifkan Grafik"
"Url Options","Pilihan Url"
"Add Store Code to Urls","Tambahkan kode toko ke Urls"
"Auto-redirect to Base URL","Alihkan-Otomatis ke Basis URL"
"Search Engine Optimization","Optimisasi Mesin Pencari"
"Use Web Server Rewrites","Gunakan Penulisan ulang Web Server"
"Base URLs","Basis URLs"
"Base URL","Basis URL"
"Specify URL or {{base_url}} placeholder.","Tentukan URL atau {{base_url}} placeholder."
"Base Link URL","Basis Link URL"
"Base URL for Static View Files","Basis URL untuk Lihat Berkas Statis"
"May be empty or start with {{unsecure_base_url}} placeholder.","Mungkin kosong atau mulai dengan {{unsecure_base_url}} placeholder."
"Base URL for User Media Files","URL dasar untuk Berkas Pengguna Media"
"Base URLs (Secure)","URLs Dasar(Aman)"
"Secure Base URL","URL Dasar Aman"
"Specify URL or {{base_url}}, or {{unsecure_base_url}} placeholder.","Tentukan URL atau {{base_url}}, atau {{unsecure_base_url}} placeholder."
"Secure Base Link URL","Link URL Dasar Aman"
"Secure Base URL for Static View Files","Basis URL aman untuk Melihat Berkas Statis"
"May be empty or start with {{secure_base_url}}, or {{unsecure_base_url}} placeholder.","Mungkin kosong atau mulai dengan {{secure_base_url}}, atau {{unsecure_base_url}} placeholder."
"Secure Base URL for User Media Files","Basis URL aman untuk Berkas Pengguna Media"
"Use Secure URLs on Storefront","Gunakan Keamanan URL di etalase toko"
"Use Secure URLs in Admin","Gunakan Keamanan URL dalam Admin"
"Enable HTTP Strict Transport Security (HSTS)","Aktifkan HTTP Strict Transport Security (HSTS)"
"Upgrade Insecure Requests","Permintaan Mengupgrade Tidak Aman"
"Offloader header","Mesin Pemuat Header Dimatikan"
"Default Pages","Halaman Default"
"Default Web URL","URL Web Default"
"Default No-route URL","Tidak ada rute URL Default"
"Session Validation Settings","Sesi Pengaturan Validasi"
"Validate REMOTE_ADDR","Validasi REMOTE_ADDR"
"Validate HTTP_VIA","Validasi HTTP_VIA"
"Validate HTTP_X_FORWARDED_FOR","Validasi HTTP_X_FORWARDED_FOR"
"Validate HTTP_USER_AGENT","Validasi HTTP_USER_AGENT"
"Cache Type","Tipe Cache"
Description,Deskripsi
Tags,Tag
"<h1 class=""page-heading"">404 Error</h1><p>Page not found.</p>","<h1 class=""page-heading"">404 Error</h1><p>Halaman tidak Ditemukan.</p>"
"Community Edition","Edisi Komunitas"
"Default Theme","Tema Default"
"Applied Theme","Tema Terapan"
"Design Rule","Aturan Desain"
Pagination,"Pemberian nomor pada halaman buku"
"How many links to display at once.","Berapa banyak link untuk ditampilkan sekaligus."
"Pagination Frame","Bingkai pemberian nomor pada halaman buku"
"If current frame position does not cover utmost pages, it renders the link to current position plus/minus this value.","Jika posisi bingkai tidak mencakup halaman maksimal, itu membuat posisi nilai link ini ke plus / minus."
"Pagination Frame Skip","Lewati Bingkai pemberian nomor pada halaman buku"
"Alternative text for the previous pages link in the pagination menu. If empty, the default arrow image is used.","Teks alternatif untuk halaman link sebelumnya dalam menu pemberian nomor pada halaman buku. Jika kosong, gambar panah default digunakan."
"Anchor Text for Previous","Anchor Text untuk Sebelumnya"
"Alternative text for the next pages link in the pagination menu. If empty, default arrow image is used.","Teks alternatif untuk halaman link selanjutnya dalam menu pemberian nomor pada halaman buku. Jika kosong, gambar panah default digunakan."
"Anchor Text for Next","Anchor Text untuk Selanjutnya"
"Theme Name","Nama Tema"
"System Backup","Sistem Backup"
"Database and Media Backup","Backup Database dan Media"
"Database Backup","Backup Database"
"The archive can be uncompressed with <a href=""%1"">%2</a> on Windows systems.","Arsip dapat terkompresi dengan <a href=""%1"">% 2 </a> pada sistem Windows."
"You need more permissions to activate maintenance mode right now.","Anda membutuhkan lebih banyak izin untuk mengaktifkan modus pemeliharaan sekarang."
"To create the backup, please deselect ""Put store into maintenance mode"" or update your permissions.","Untuk membuat cadangan, batalkan pilihan ""Masukkan ke dalam mode perawatan"" atau perbarui izin Anda."
"Something went wrong while putting your store into maintenance mode.","Ada yang tidak beres saat meletakkan toko Anda ke mode perawatan."
"You need more free space to create a backup.","Anda membutuhkan lebih banyak ruang kosong untuk membuat cadangan."
"You need more permissions to create a backup.","Anda memerlukan lebih banyak izin untuk membuat cadangan."
Backups,Backup
failed,"gagal paham"
successful,"sukses besar"
"You deleted the selected backup(s).","Anda telah menghapus cadangan yang dipilih."
"Please correct the password.","Harap perbaiki password."
"To complete the rollback, please deselect ""Put store into maintenance mode"" or update your permissions.","Untuk menyelesaikan rollback, batalkan pilihan ""Masukkan ke dalam mode perawatan"" atau perbarui izin Anda."
"Failed to validate FTP.","Gagal memvalidasi FTP."
"You need more permissions to perform a rollback.","Anda memerlukan lebih banyak izin untuk melakukan rollback."
"Failed to rollback.","Gagal untuk rollback."
"Database and Media","Database dan Media file"
"System (excluding Media)","Sistem (tidak termasuk Media)"
"You created the system backup.","Anda membuat backup sistem."
"You created the system backup (excluding media).","Anda membuat backup sistem (tidak termasuk media)."
"You created the database and media backup.","Anda membuat database dan backup media."
"You created the database backup.","Anda membuat backup database."
"Please correct the order of creation for a new backup.","Perbaiki urutan pembuatan cadangan baru."
"The backup file does not exist.","File cadangan tidak ada."
"The backup file path was not specified.","Jalur file cadangan tidak ditentukan."
"Sorry, but we cannot read from or write to backup file ""%1"".","Maaf, tapi kami tidak bisa membaca atau menulis ke berkas cadangan ""% 1""."
"The backup file handler was unspecified.","Penangan file cadangan tidak ditentukan."
"Something went wrong while writing to the backup file ""%1"".","Terjadi kesalahan saat menulis berkas cadangan ""%1""."
"You will lose any data created since the backup was made, including admin users, customers and orders.","Anda akan kehilangan data yang dibuat sejak cadangan dibuat, termasuk pengguna admin, pelanggan dan pesanan."
"Are you sure you want to continue?","Apakah anda yakin ingin melanjutkan?"
